id_intercambio,id_objeto,usuario_id_dador,usuario_id_recibidor,saldo_dador,saldo_recibidor,fecha_transaccion
1815,14902,11410,12345,26.77,17.52,2025-06-19
1816,1825,2916,17337,42.79,25.03,2025-05-16
1817,6635,15952,716,49.18,33.61,2025-02-23
1818,10467,8590,6412,35.64,14.51,2025-02-08
1819,12327,2563,9021,10.73,25.64,2025-05-25
1820,1597,10946,13863,13.56,24.85,2025-02-12
1821,9582,1353,12684,36.36,20.36,2025-01-09
1822,621,17780,18997,37.91,40.68,2025-05-16
1823,11239,10573,18794,22.42,5.63,2025-04-11
1824,13061,7526,1184,11.77,41.65,2025-04-26
1825,87,7550,7401,12.9,28.69,2025-01-06
1826,14326,3613,13386,30.18,49.03,2025-04-30
1827,3730,263,7741,16.78,19.49,2025-04-12
1828,13675,9410,5441,24.83,19.87,2025-04-02
1829,6088,11619,15505,32.13,29.39,2025-04-10
1830,9736,8162,2762,30.73,44.56,2025-01-09
1831,13079,7074,15665,37.06,27.59,2025-03-23
1832,3650,19838,859,35.24,7.56,2025-06-22
1833,5152,4650,13437,19.04,19.62,2025-05-10
1834,11612,18423,10075,14.76,21.74,2025-01-13
1835,11957,8832,17818,18.1,31.79,2025-01-11
1836,1043,1769,10393,22.82,30.9,2025-01-08
1837,2492,10813,19069,41.67,49.8,2025-04-14
1838,3385,7237,17809,34.62,30.21,2025-06-05
1839,1051,13291,7053,39.8,11.44,2025-03-07
1840,7725,13532,12901,15.85,22.92,2025-03-05
1841,11408,7785,17038,7.34,8.28,2025-03-12
1842,6114,91,16498,10.09,36.28,2025-06-27
1843,13820,12020,18965,38.27,30.77,2025-02-02
1844,12078,9450,17497,8.32,37.6,2025-02-20
1845,5099,3024,3228,17.15,41.88,2025-03-16
1846,9706,12493,18251,40.08,42.51,2025-06-29
1847,4597,8939,17352,9.38,33.65,2025-02-27
1848,6191,7849,19334,28.53,15.02,2025-03-12
1849,1217,16511,13952,46.04,16.28,2025-05-02
1850,5730,13756,4773,28.2,24.25,2025-04-10
1851,8157,9922,8954,46.88,6.89,2025-04-10
1852,4249,15928,6688,27.46,6.28,2025-04-17
1853,11212,9198,3938,18.36,16.97,2025-01-14
1854,9260,7367,19779,34.22,7.34,2025-02-18
1855,9086,16172,9465,29.1,14.72,2025-06-16
1856,11310,14545,17590,43.58,7.78,2025-06-25
1857,5699,17397,15787,19.95,21.86,2025-04-07
1858,10633,8492,924,13.54,31.09,2025-05-07
1859,2846,16589,4023,31.83,48.28,2025-01-05
1860,14240,10950,4688,38.65,30.22,2025-06-20
1861,2183,9471,244,28.89,16.45,2025-01-17
1862,13036,16932,10772,48.7,20.78,2025-05-25
1863,14940,11552,17042,24.09,41.71,2025-02-23
1864,7764,9469,2570,32.21,31.13,2025-01-22
1865,9698,900,9167,41.47,10.57,2025-03-10
1866,2644,10892,8781,6.79,48.77,2025-06-18
1867,10779,19186,892,7.45,43.7,2025-05-10
1868,710,17337,18266,33.52,19.72,2025-05-19
1869,11760,17797,5275,12.67,48.27,2025-02-22
1870,1935,763,7079,11.8,6.46,2025-03-28
1871,86,19591,9432,35.55,29.77,2025-02-11
1872,1770,16814,11540,14.18,48.23,2025-04-07
1873,1386,17829,15006,11.59,41.22,2025-04-11
1874,1861,7807,1130,12.4,15.2,2025-04-26
1875,3196,13873,7849,31.43,41.13,2025-01-02
1876,4983,19955,4424,18.24,31.28,2025-04-19
1877,9065,15188,16650,13.17,36.62,2025-05-31
1878,7443,9928,6293,33.34,36.72,2025-02-22
1879,3336,13088,15313,46.95,17.38,2025-04-23
1880,4208,7178,608,31.13,6.69,2025-05-17
1881,11804,12485,18036,25.87,29.18,2025-01-14
1882,13352,16620,8072,28.03,42.95,2025-06-28
1883,14367,13897,3060,8.25,42.89,2025-03-30
1884,10770,2826,14309,7.29,35.29,2025-03-02
1885,10995,15468,8834,36.01,15.67,2025-01-18
1886,14378,15592,3939,12.61,46.06,2025-01-31
1887,13661,843,8701,14.8,25.84,2025-04-13
1888,14689,15935,15355,7.8,40.2,2025-01-01
1889,7299,3417,11313,47.87,26.46,2025-02-12
1890,1987,9345,15365,7.13,38.66,2025-05-26
1891,5594,17743,16540,10.96,31.61,2025-02-10
1892,3357,14329,10997,30.3,8.62,2025-02-19
1893,1672,16019,19636,45.82,13.73,2025-05-26
1894,13384,917,19895,44.81,12.77,2025-03-15
1895,9347,18583,7888,47.72,30.88,2025-06-08
1896,1720,1409,7673,7.4,9.87,2025-06-24
1897,8013,10903,5635,19.84,12.91,2025-01-02
1898,6467,752,1934,38.6,9.56,2025-01-25
1899,4101,17117,12110,41.49,41.56,2025-04-10
1900,5060,6152,16254,10.32,12.78,2025-05-18
1901,7955,15200,16440,5.51,27.49,2025-03-21
1902,12269,17935,17956,45.49,12.0,2025-04-04
1903,10288,19091,17287,24.28,25.37,2025-06-05
1904,11830,359,3235,14.43,34.72,2025-03-18
1905,14539,10384,14786,32.68,46.03,2025-04-05
1906,4455,14564,16554,32.74,39.87,2025-01-03
1907,5351,9308,7008,39.06,8.78,2025-02-09
1908,12513,4913,3453,14.48,33.47,2025-05-27
1909,6822,10128,2906,7.74,7.89,2025-01-31
1910,3515,11729,9079,9.64,38.65,2025-03-19
1911,6096,6722,13196,46.85,44.4,2025-06-17
1912,5512,13116,16816,20.3,45.79,2025-04-22
1913,13959,10622,10792,18.93,23.4,2025-01-25
1914,2007,1841,14355,23.02,48.4,2025-04-03
1915,14925,15023,9335,49.64,8.05,2025-04-28
1916,5717,5505,15663,20.7,41.75,2025-05-01
1917,16,9642,18509,18.02,36.12,2025-06-16
1918,4632,12253,6758,14.55,18.4,2025-04-23
1919,7966,7445,4000,7.12,5.81,2025-01-11
1920,10744,11500,18468,37.21,19.65,2025-05-27
1921,2788,3859,15917,17.5,23.59,2025-05-16
1922,2269,7367,4644,19.23,13.71,2025-01-28
1923,4926,15161,16839,17.86,6.28,2025-03-17
1924,5277,2036,12808,16.57,19.52,2025-05-02
1925,7812,18621,15307,33.89,6.88,2025-05-18
1926,12632,16757,9519,21.87,33.29,2025-02-02
1927,9409,10359,19432,23.0,11.24,2025-03-26
1928,1697,14524,4388,40.99,21.3,2025-04-14
1929,2095,649,16793,27.82,7.64,2025-03-26
1930,14594,11393,4480,11.37,38.59,2025-06-20
1931,10437,3515,9025,43.13,7.05,2025-02-01
1932,7437,15982,14851,25.96,35.47,2025-01-29
1933,1927,16563,7609,24.1,15.67,2025-03-15
1934,13479,5902,18723,39.63,12.94,2025-04-02
1935,2001,8923,16637,43.02,21.68,2025-05-24
1936,13003,10400,976,37.63,8.12,2025-03-08
1937,6294,4038,17745,21.14,27.71,2025-06-17
1938,4379,11716,12526,23.25,41.23,2025-03-10
1939,12921,17956,15144,20.45,8.93,2025-02-20
1940,11128,14079,7719,29.74,6.67,2025-06-20
1941,12092,6786,8587,12.29,35.74,2025-02-01
1942,7654,11721,9049,45.2,30.19,2025-03-08
1943,6797,18939,191,20.28,44.68,2025-05-05
1944,652,3196,5880,7.19,41.85,2025-05-27
1945,11749,3964,4301,13.75,35.27,2025-03-09
1946,5831,5720,3995,41.27,17.37,2025-05-06
1947,436,12846,10104,44.06,47.51,2025-03-25
1948,3595,13056,19949,10.88,23.22,2025-02-26
1949,14948,11262,10232,5.08,8.11,2025-01-21
1950,12790,747,6540,48.51,18.18,2025-03-27
1951,7384,136,8401,17.82,18.99,2025-01-18
1952,4499,3413,7452,21.82,32.08,2025-01-21
1953,2128,12367,16675,10.75,38.41,2025-05-12
1954,3201,3966,14906,46.81,10.61,2025-06-13
1955,5574,4355,11632,12.64,48.74,2025-06-13
1956,9391,19315,11118,34.59,32.57,2025-02-01
1957,3932,15437,19212,19.16,25.77,2025-06-04
1958,3605,9483,11359,49.53,40.08,2025-05-23
1959,293,5318,11516,11.68,34.65,2025-06-16
1960,8205,7259,8457,13.73,36.05,2025-01-02
1961,4702,19081,3929,13.93,16.79,2025-03-27
1962,3,13359,7868,47.08,47.87,2025-02-26
1963,87,9304,11543,30.92,8.7,2025-02-15
1964,8951,7402,7838,12.78,38.17,2025-05-24
1965,6667,12603,18384,5.73,10.03,2025-03-16
1966,589,5868,927,20.06,49.75,2025-04-28
1967,78,2320,11781,10.59,32.94,2025-06-04
1968,90,17255,14680,33.76,45.07,2025-02-11
1969,11113,8802,6245,44.48,26.85,2025-02-18
1970,11547,5073,409,8.91,46.04,2025-03-01
1971,1110,6615,16081,28.23,16.13,2025-04-09
1972,11150,12962,9520,14.39,30.1,2025-03-15
1973,8862,10664,3374,15.35,34.31,2025-03-05
1974,6549,6447,12858,33.01,29.95,2025-04-03
1975,567,1069,17156,15.16,27.71,2025-06-22
1976,7632,19171,9251,38.23,30.81,2025-05-04
1977,4211,19655,3520,15.94,45.36,2025-04-02
1978,13652,1153,14107,43.64,44.85,2025-02-11
1979,8117,17737,10309,10.74,35.97,2025-05-06
1980,12406,16626,17653,20.39,9.2,2025-02-11
1981,12140,5171,19772,16.9,36.39,2025-03-19
1982,5464,17978,13972,30.31,31.12,2025-03-16
1983,6663,7421,304,28.1,48.84,2025-01-18
1984,13888,2681,8992,38.43,21.26,2025-04-23
1985,5368,6585,8455,15.08,48.73,2025-01-06
1986,13700,19806,15635,5.85,34.96,2025-01-14
1987,5741,13090,10899,16.54,40.74,2025-01-09
1988,12846,10472,13840,45.14,17.48,2025-04-12
1989,8273,14136,3545,48.54,21.86,2025-01-24
1990,13004,16730,10230,6.37,27.2,2025-01-25
1991,5276,6810,300,34.42,42.57,2025-06-18
1992,5445,19132,12356,8.6,15.64,2025-03-13
1993,8046,4031,1921,28.01,18.55,2025-04-01
1994,11083,13800,8703,30.9,45.23,2025-02-11
1995,8908,7013,18776,31.52,7.22,2025-02-19
1996,4677,16327,11385,17.4,30.8,2025-02-03
1997,8055,8225,14002,39.38,17.21,2025-03-12
1998,2459,12550,16110,15.12,8.59,2025-02-24
1999,6761,3228,6682,23.66,29.33,2025-04-26
2000,2038,1010,3110,48.37,29.15,2025-06-24
2001,4030,10669,2733,18.19,32.17,2025-04-19
2002,2992,3293,6245,6.47,49.65,2025-06-05
2003,1434,15460,15235,13.16,11.46,2025-02-05
2004,7795,10788,8741,23.57,15.87,2025-06-24
2005,14526,15288,17132,8.96,25.05,2025-06-15
2006,9743,17099,9866,41.42,10.88,2025-04-07
2007,10126,6576,19170,46.37,49.19,2025-01-17
2008,10577,17144,2387,43.77,37.84,2025-01-31
2009,4825,16944,4065,38.33,20.85,2025-01-16
2010,7326,5370,13765,7.38,20.91,2025-06-23
2011,12430,18077,12545,48.61,47.79,2025-03-04
2012,14369,19355,16582,37.99,34.23,2025-03-04
2013,810,14328,7995,46.79,49.85,2025-05-09
2014,11609,12303,12869,6.7,12.92,2025-01-28
2015,7664,12237,6899,7.84,10.27,2025-06-26
2016,1165,18926,6879,18.39,45.67,2025-03-27
2017,13784,6810,2991,41.07,10.22,2025-04-13
2018,5247,16906,5924,7.5,16.39,2025-06-14
2019,1154,8260,11767,7.46,24.34,2025-05-30
2020,740,17524,3466,11.31,39.21,2025-02-11
2021,5055,5275,8694,29.9,31.29,2025-04-17
2022,832,16786,15956,12.32,10.31,2025-02-07
2023,11073,13097,8071,43.27,47.21,2025-02-28
2024,3115,10915,957,23.14,26.81,2025-03-03
2025,14100,14482,13523,39.5,33.86,2025-03-06
2026,7452,19467,9959,23.62,17.98,2025-03-03
2027,14389,10764,2576,45.68,24.93,2025-01-10
2028,7175,9582,13776,21.26,41.68,2025-04-22
2029,6892,3901,1540,19.05,19.82,2025-01-24
2030,14590,19970,8666,5.1,49.87,2025-02-20
2031,3417,6723,16107,24.22,7.17,2025-03-03
2032,12077,5530,4557,6.7,31.02,2025-02-28
2033,788,274,10188,13.3,44.87,2025-04-04
2034,6654,5195,9271,44.66,37.52,2025-03-28
2035,10204,11068,8792,18.72,31.99,2025-06-11
2036,13564,4221,16888,30.66,22.59,2025-05-03
2037,12173,19732,8921,15.74,11.56,2025-04-20
2038,11985,9685,9734,34.73,42.78,2025-01-24
2039,1599,7620,5357,21.48,9.55,2025-02-20
2040,661,5739,16041,39.77,45.16,2025-04-02
2041,9265,4198,18636,27.32,21.11,2025-06-28
2042,12417,6022,11377,5.46,36.75,2025-04-08
2043,13305,13601,15235,37.87,41.02,2025-05-14
2044,14098,9889,2129,37.22,47.27,2025-01-27
2045,5546,4184,13844,30.33,37.23,2025-01-22
2046,13708,18238,19024,10.19,28.85,2025-03-29
2047,826,19444,4186,21.21,35.2,2025-05-05
2048,2222,7589,10904,16.37,39.22,2025-03-11
2049,12990,14471,8844,49.83,49.29,2025-05-03
2050,11663,12218,17458,39.26,13.76,2025-05-29
2051,13999,12212,18658,32.71,22.11,2025-06-22
2052,12399,10291,12277,7.05,38.38,2025-01-28
2053,6768,8650,6261,12.53,10.75,2025-03-17
2054,7009,3324,2396,20.45,35.26,2025-03-25
2055,11520,8272,9862,30.54,26.03,2025-01-02
2056,10483,789,17746,44.3,42.82,2025-01-30
2057,5352,11356,7551,6.66,20.93,2025-05-03
2058,6892,1379,1467,46.27,22.98,2025-03-05
2059,6184,16196,7591,5.4,34.6,2025-04-24
2060,8907,9756,3090,36.82,14.26,2025-05-11
2061,12483,437,13811,14.6,42.93,2025-02-08
2062,11063,19022,1293,18.02,42.22,2025-03-18
2063,3143,10408,2477,36.17,9.54,2025-06-24
2064,14411,17576,19965,28.43,6.15,2025-03-24
2065,11450,16556,19497,37.29,48.49,2025-04-12
2066,14517,7325,16124,37.37,33.45,2025-05-14
2067,8263,1225,3276,39.22,18.25,2025-02-22
2068,3596,17039,17413,35.64,5.02,2025-03-01
2069,1251,8054,8969,36.63,25.8,2025-01-24
2070,8760,19261,11876,36.03,34.16,2025-02-17
2071,4738,19697,15623,27.64,33.39,2025-06-05
2072,8513,15336,429,45.73,33.11,2025-03-03
2073,1288,16120,16743,35.66,12.29,2025-06-16
2074,423,2706,2576,17.7,43.73,2025-05-08
2075,183,4590,12680,26.54,11.3,2025-04-30
2076,5348,461,16888,28.93,40.42,2025-01-09
2077,8843,17227,5241,21.64,18.89,2025-03-28
2078,8765,6547,10549,29.73,17.46,2025-05-20
2079,7708,2145,3182,17.58,32.0,2025-02-25
2080,2301,16571,16679,49.39,14.48,2025-02-20
2081,12228,18524,12634,28.71,29.08,2025-03-17
2082,12496,10058,19818,5.87,8.48,2025-02-10
2083,3660,14932,2329,5.26,35.03,2025-04-21
2084,13257,4489,2708,46.09,44.66,2025-03-05
2085,14459,15796,7227,7.4,34.58,2025-04-11
2086,8488,9643,2207,47.67,36.31,2025-01-03
2087,7118,11753,10323,35.89,15.72,2025-03-11
2088,12537,5883,4400,31.64,28.03,2025-04-30
2089,5227,18254,2578,34.65,13.82,2025-06-16
2090,14319,8592,10274,46.73,44.81,2025-02-19
2091,10088,270,15148,19.88,35.04,2025-01-16
2092,13157,14457,14120,48.94,46.87,2025-04-06
2093,5912,3967,14525,34.25,19.96,2025-03-10
2094,6998,7576,7210,29.01,35.78,2025-02-11
2095,6273,19149,2261,33.16,31.55,2025-05-25
2096,191,2438,9462,45.05,23.89,2025-03-12
2097,811,5348,15527,28.2,42.33,2025-04-29
2098,13407,11717,5618,44.71,23.6,2025-06-27
2099,6207,17936,10963,29.52,17.1,2025-01-31
2100,13863,4066,39,33.48,23.58,2025-05-27
2101,3404,5099,7787,40.13,21.66,2025-06-15
2102,3128,532,13043,45.02,9.68,2025-03-15
2103,9090,18501,2843,14.46,46.81,2025-06-29
2104,931,3858,7768,48.64,44.5,2025-01-04
2105,7100,17441,6814,5.77,12.99,2025-01-29
2106,4359,16668,1923,30.75,36.83,2025-02-17
2107,12428,2656,19640,31.33,7.6,2025-06-27
2108,2273,7932,13514,41.89,48.58,2025-05-28
2109,8161,5769,6579,41.97,20.61,2025-03-23
2110,14647,13750,8932,17.13,34.32,2025-06-26
2111,759,15781,1240,38.73,13.13,2025-06-02
2112,10499,16410,1754,11.54,46.26,2025-05-15
2113,356,185,4568,42.84,42.23,2025-01-29
2114,7065,8567,1812,33.48,44.66,2025-03-16
2115,815,858,4098,37.58,48.32,2025-04-26
2116,11651,16971,1852,38.75,31.28,2025-05-28
2117,8054,18161,8232,12.01,35.13,2025-01-25
2118,8053,16205,3562,14.85,46.34,2025-05-27
2119,1877,14007,10692,22.15,29.62,2025-06-14
2120,4379,9398,11014,43.21,25.15,2025-06-16
2121,10463,10999,5727,12.29,41.35,2025-02-26
2122,6339,6229,6835,7.93,9.43,2025-04-21
2123,10263,3590,13200,7.85,26.35,2025-03-09
2124,5548,8888,8043,27.25,18.56,2025-05-13
2125,6932,19192,213,8.9,32.95,2025-05-11
2126,12832,8673,17411,43.58,19.62,2025-03-05
2127,1077,2414,13060,33.38,36.6,2025-05-09
2128,2123,13035,4986,39.22,36.12,2025-05-05
2129,9729,17984,16026,11.94,6.98,2025-04-14
2130,4550,5911,16949,30.65,20.17,2025-03-13
2131,12140,6197,14990,44.47,44.42,2025-04-30
2132,11765,11424,8503,37.03,26.22,2025-03-24
2133,13659,11213,14410,19.0,11.56,2025-06-16
2134,13324,11528,12484,35.6,6.31,2025-03-21
2135,5748,992,13859,41.28,16.62,2025-01-05
2136,6185,12290,12615,30.54,40.43,2025-06-09
2137,522,6444,1947,24.45,35.5,2025-05-20
2138,12389,10180,10507,26.3,22.05,2025-03-27
2139,10985,18568,14106,10.45,15.89,2025-03-14
2140,6367,15212,12054,26.77,30.89,2025-01-11
2141,11681,18985,19161,21.75,24.81,2025-02-05
2142,2276,3260,14489,22.0,48.99,2025-02-18
2143,4313,12374,13236,34.61,29.05,2025-06-19
2144,14212,7987,14147,36.43,37.05,2025-02-01
2145,10496,1028,8379,10.53,23.97,2025-02-13
2146,6596,1786,11856,17.61,48.47,2025-03-26
2147,8534,17702,10357,9.67,8.16,2025-04-24
2148,7990,35,19278,28.62,42.38,2025-02-06
2149,7002,12606,4478,38.36,44.3,2025-01-07
2150,5173,8091,10617,10.32,23.56,2025-02-02
2151,10844,6698,5234,10.06,30.11,2025-02-01
2152,9992,1914,19701,40.56,24.01,2025-05-11
2153,8716,1456,10717,37.77,42.76,2025-04-25
2154,1262,3019,4575,35.98,19.67,2025-01-15
2155,8532,16786,11946,8.59,24.91,2025-01-19
2156,3134,16253,3031,15.57,22.91,2025-03-14
2157,4821,13751,16379,37.98,16.02,2025-05-12
2158,11010,10410,2822,47.18,17.9,2025-03-14
2159,9825,4337,12747,5.06,37.32,2025-06-10
2160,10146,885,7889,43.81,35.69,2025-05-07
2161,3638,11443,15997,27.64,49.47,2025-03-30
2162,4555,12027,18648,8.52,13.36,2025-01-07
2163,3494,17582,16240,37.93,26.19,2025-01-28
2164,14586,4424,17965,40.08,32.96,2025-03-15
2165,11515,12731,3033,5.32,28.2,2025-02-20
2166,13105,6300,15603,7.1,27.35,2025-04-29
2167,8421,3317,16180,24.65,38.61,2025-02-14
2168,1577,4593,10952,25.24,26.32,2025-03-07
2169,1597,634,2013,46.9,27.26,2025-04-04
2170,11340,15348,3401,20.16,15.99,2025-02-04
2171,9989,12869,13075,36.71,11.93,2025-05-19
2172,12375,868,3132,36.42,29.17,2025-03-15
2173,8289,1551,11010,24.35,14.37,2025-03-31
2174,3162,6432,8323,18.68,30.76,2025-01-10
2175,12838,13930,16950,42.34,17.47,2025-02-24
2176,8450,16045,847,43.12,28.51,2025-05-26
2177,10783,8572,4483,21.38,29.38,2025-01-07
2178,5364,7794,8994,13.5,49.76,2025-02-07
2179,13481,11324,19534,11.12,44.83,2025-03-02
2180,6779,3280,7480,32.52,40.61,2025-02-23
2181,2202,13833,3856,5.1,11.39,2025-04-22
2182,8951,19566,16,48.56,48.01,2025-04-15
2183,13560,16048,13472,45.34,7.08,2025-05-18
2184,10716,18101,12109,48.64,6.83,2025-06-30
2185,13717,469,9684,35.29,48.81,2025-03-03
2186,9303,17975,19204,42.42,16.47,2025-05-17
2187,9838,2666,15253,9.24,36.19,2025-02-28
2188,10656,18747,1172,37.8,39.74,2025-03-24
2189,12892,6071,4229,13.2,37.13,2025-06-05
2190,6963,3719,17519,17.86,27.54,2025-01-20
2191,9595,2649,13358,38.33,35.06,2025-01-19
2192,10804,771,12197,19.35,15.66,2025-01-08
2193,6017,2891,6798,12.02,13.59,2025-06-10
2194,14933,826,17300,24.88,21.38,2025-04-12
2195,9058,18981,6957,6.12,6.67,2025-02-11
2196,6590,11335,17864,20.62,14.38,2025-03-06
2197,6879,17903,11509,43.58,48.09,2025-06-19
2198,1971,6121,18646,31.56,20.31,2025-01-06
2199,3741,5269,8466,8.28,26.83,2025-04-05
2200,5623,1462,4278,48.35,7.84,2025-05-23
2201,2618,1469,8268,47.14,23.45,2025-04-24
2202,8673,9336,17184,46.31,11.16,2025-06-25
2203,5434,11254,2886,11.4,27.27,2025-04-03
2204,1307,4297,6289,12.19,43.21,2025-05-09
2205,10558,13182,4654,41.41,26.4,2025-06-26
2206,10067,4376,6855,32.87,10.82,2025-03-01
2207,13163,14863,8244,35.05,46.0,2025-04-10
2208,2074,17240,19558,48.86,33.15,2025-05-23
2209,419,539,17904,36.71,26.47,2025-05-30
2210,10812,9157,12537,27.87,29.68,2025-01-09
2211,9668,14918,1112,21.77,5.17,2025-03-12
2212,11622,6048,8995,17.17,23.3,2025-05-01
2213,5262,17076,15369,37.05,37.76,2025-06-14
2214,3649,5986,18496,30.12,19.81,2025-05-06
2215,12368,13805,16661,17.22,22.18,2025-01-10
2216,9859,13903,19467,44.8,26.43,2025-05-09
2217,365,17073,10039,8.26,30.39,2025-01-31
2218,5147,7612,7882,29.36,28.46,2025-01-19
2219,1620,5480,8083,11.77,38.66,2025-05-22
2220,14247,13921,11926,17.32,15.85,2025-05-16
2221,822,11686,1018,47.13,48.52,2025-02-08
2222,4556,14508,15560,6.12,19.35,2025-04-17
2223,4897,13874,13701,16.26,46.15,2025-05-08
2224,14833,3500,11234,20.32,41.63,2025-01-02
2225,11752,10423,8528,15.1,49.24,2025-03-27
2226,1304,4877,4622,34.68,12.67,2025-02-05
2227,2000,2995,8043,20.06,35.35,2025-03-01
2228,7105,1202,7730,12.08,5.2,2025-05-19
2229,9276,9967,7501,13.4,34.57,2025-06-15
2230,13630,8826,3561,49.04,41.21,2025-04-09
2231,11734,8933,11279,35.09,23.08,2025-03-01
2232,13102,3964,10652,5.54,5.32,2025-03-30
2233,13663,13232,4648,5.12,26.78,2025-05-22
2234,1582,4847,1910,40.41,39.63,2025-05-11
2235,10744,7489,18766,47.59,10.65,2025-06-12
2236,13724,527,16365,19.34,10.27,2025-03-23
2237,5682,12083,744,16.93,38.99,2025-02-03
2238,605,2234,18757,30.86,16.02,2025-05-29
2239,9523,3449,3879,7.67,10.0,2025-01-25
2240,7136,7478,5707,21.7,26.87,2025-06-22
2241,2994,14707,1534,28.91,29.55,2025-02-16
2242,2352,9745,8759,45.94,19.01,2025-02-19
2243,12467,3187,18750,8.54,20.34,2025-06-02
2244,13935,12169,8908,21.32,43.13,2025-06-04
2245,5377,8162,6456,36.49,7.47,2025-03-30
2246,14830,12112,13716,21.18,20.49,2025-03-18
2247,5963,19852,7410,16.73,13.12,2025-05-14
2248,14178,17522,2263,16.66,15.07,2025-01-04
2249,10118,17815,3990,8.52,19.76,2025-04-07
2250,11778,420,15679,28.49,45.72,2025-05-12
2251,3977,19826,15522,26.91,15.12,2025-05-01
2252,6381,7495,6874,32.48,45.47,2025-02-02
2253,9980,14208,14448,10.53,30.36,2025-02-19
2254,787,12226,12336,35.65,23.5,2025-06-01
2255,12233,13825,9836,46.01,10.11,2025-01-13
2256,14471,16622,2416,29.64,13.73,2025-05-28
2257,3476,3,13711,30.86,37.53,2025-04-17
2258,1419,14456,4725,17.88,9.45,2025-05-22
2259,11860,18885,10819,27.81,18.83,2025-06-15
2260,4273,3941,8541,42.41,27.12,2025-03-28
2261,3208,5431,15128,9.6,49.56,2025-01-13
2262,2337,16132,10549,33.56,46.71,2025-01-02
2263,332,16220,8650,20.49,19.29,2025-02-04
2264,8465,4872,12227,30.28,21.06,2025-01-31
2265,2068,13757,1428,14.14,29.18,2025-06-27
2266,12470,2738,258,18.61,26.55,2025-04-25
2267,11628,18315,19438,7.38,42.24,2025-03-06
2268,195,4529,17758,33.22,46.06,2025-01-21
2269,2189,291,9239,46.72,31.39,2025-01-05
2270,10884,15692,440,16.72,33.35,2025-01-10
2271,1685,19050,9756,45.51,48.17,2025-03-18
2272,633,2559,3064,7.15,8.38,2025-04-08
2273,2937,5697,17919,27.02,25.95,2025-05-19
2274,2064,9333,15691,13.05,23.43,2025-05-19
2275,14478,3036,19654,32.72,48.53,2025-04-16
2276,3816,16884,2431,24.07,13.75,2025-05-01
2277,9465,6105,10585,29.92,32.41,2025-01-07
2278,11694,11216,16646,13.06,26.5,2025-03-11
2279,2381,17248,12460,46.04,19.42,2025-04-04
2280,6343,9128,3015,44.92,47.99,2025-02-28
2281,9807,16218,14286,16.21,21.75,2025-03-27
2282,12681,8396,290,5.9,16.6,2025-02-14
2283,9733,19393,17352,49.48,27.1,2025-03-13
2284,8199,5606,13135,6.92,28.56,2025-03-09
2285,12013,3807,18290,33.23,32.7,2025-03-27
2286,7293,10388,15005,7.87,32.91,2025-05-09
2287,11696,5269,19654,25.24,49.73,2025-04-21
2288,2774,7397,14748,44.47,28.28,2025-04-16
2289,7370,4584,14674,14.07,14.44,2025-03-08
2290,5370,19150,7820,48.64,35.93,2025-02-01
2291,11733,13037,17251,42.66,25.64,2025-06-08
2292,3147,10933,18843,42.29,32.95,2025-04-04
2293,4858,12556,19129,40.8,33.05,2025-03-22
2294,8832,2239,17726,9.56,24.46,2025-02-25
2295,13713,3545,6048,29.39,49.42,2025-05-13
2296,6502,17216,4344,46.35,18.99,2025-05-06
2297,9851,18856,6994,18.73,21.23,2025-01-20
2298,3064,6275,16680,38.02,9.81,2025-01-16
2299,4249,14572,16200,20.74,11.03,2025-06-18
2300,9077,7927,14535,5.43,35.15,2025-05-18
2301,12044,2093,14679,40.2,29.9,2025-04-18
2302,1643,16211,11282,45.32,11.57,2025-06-26
2303,5628,15347,16889,38.16,39.4,2025-03-26
2304,13001,905,6135,5.67,6.83,2025-04-19
2305,11924,2991,8750,41.09,10.84,2025-04-14
2306,11617,8228,12743,11.92,37.86,2025-06-12
2307,14815,15744,14145,38.44,33.86,2025-04-20
2308,7459,4968,6249,10.54,5.85,2025-01-20
2309,7790,15755,7461,7.06,19.73,2025-03-04
2310,4084,14455,12131,22.92,45.79,2025-05-11
2311,400,1762,291,18.63,45.77,2025-04-27
2312,2504,6477,926,32.74,45.04,2025-06-15
2313,343,2344,18112,7.17,49.06,2025-05-31
2314,818,13083,14967,48.53,47.85,2025-05-01
2315,3541,13112,4638,22.08,24.34,2025-01-12
2316,13976,12613,2272,27.14,6.74,2025-01-26
2317,12681,9143,12459,47.77,13.91,2025-01-29
2318,12725,6234,7238,20.1,41.47,2025-06-12
2319,1277,5600,10410,20.32,15.29,2025-01-26
2320,9675,8046,17540,47.6,19.95,2025-06-09
2321,794,14082,12593,8.83,44.15,2025-04-16
2322,81,447,11608,20.88,42.49,2025-04-22
2323,12236,19539,3665,30.11,18.79,2025-05-03
2324,6567,8692,17618,42.7,8.41,2025-04-08
2325,9562,2169,1771,12.74,49.43,2025-05-11
2326,10337,5637,11492,14.78,22.25,2025-06-10
2327,2275,19186,5620,35.05,20.03,2025-02-02
2328,14571,173,7830,33.6,44.73,2025-04-19
2329,3669,13149,19676,44.59,8.0,2025-02-08
2330,12452,2552,15585,11.49,34.41,2025-01-25
2331,14700,12992,17579,44.32,32.65,2025-01-22
2332,7941,16338,19575,42.93,29.08,2025-06-10
2333,14488,5831,9865,47.75,22.38,2025-04-25
2334,6519,3176,4808,14.78,27.59,2025-03-09
