id_evento,id_videojuego,nombre,descripcion,fecha_inicio,fecha_fin,tipo,activo
317,658,Evento Reduce,Tough blue create blood.,2025-01-13,2025-04-07,Torneo,False
318,30,Evento Dog,Home maintain price up police kid life.,2025-05-28,2025-04-08,Promoción,True
319,1404,Evento Agreement,Remember address goal human.,2025-02-02,2025-05-23,Promoción,True
320,299,Evento Think,Head detail course high hard sing area.,2025-04-16,2025-05-12,Torneo,False
321,1292,Evento Perform,Still act effort dream.,2025-04-19,2025-04-01,Promoción,False
322,873,Evento Quite,Turn lose star here look some.,2025-04-14,2025-06-08,Torneo,True
323,1290,Evento Miss,Increase eat marriage evening.,2025-05-26,2025-04-22,Promoción,True
324,872,Evento Section,At ok former great.,2025-05-19,2025-01-21,Promoción,True
325,458,Evento Race,Else she message although cultural pick.,2025-01-29,2025-05-03,Torneo,False
326,1264,Evento Road,Agree indicate state.,2025-02-13,2025-01-27,Promoción,True
327,336,Evento Tonight,Manager beyond newspaper usually.,2025-04-21,2025-02-24,Promoción,True
328,690,Evento Week,Rock record three catch meet mouth close none.,2025-05-11,2025-03-02,Promoción,True
329,533,Evento Better,Happen performance huge under whom measure all.,2025-06-04,2025-05-29,Promoción,True
330,463,Evento Over,Laugh option star yes only minute indeed today.,2025-02-22,2025-06-23,Promoción,True
331,576,Evento During,Admit where open.,2025-02-24,2025-03-04,Torneo,False
332,176,Evento Beautiful,Song action page lawyer design address.,2025-02-14,2025-04-24,Promoción,True
333,1463,Evento Cut,Subject cause natural.,2025-05-04,2025-06-10,Torneo,True
334,1380,Evento Official,Understand long season fly.,2025-01-25,2025-02-11,Promoción,True
335,1256,Evento Explain,Tv type arm tonight couple word have.,2025-04-24,2025-01-01,Torneo,True
336,468,Evento Half,Child point late mother thus represent.,2025-01-19,2025-04-01,Torneo,True
337,343,Evento Agree,Little PM they everything new while beat.,2025-06-10,2025-06-21,Promoción,True
338,1303,Evento Account,Could interest your record marriage money painting.,2025-03-14,2025-03-12,Torneo,True
339,316,Evento Wonder,These weight bed assume.,2025-01-24,2025-03-18,Promoción,True
340,122,Evento Various,Three story skill price ready.,2025-02-03,2025-05-10,Promoción,False
341,926,Evento Turn,Create indeed issue resource along keep since.,2025-06-05,2025-03-02,Promoción,True
342,1081,Evento Ground,Company management enjoy color score player.,2025-05-06,2025-03-15,Promoción,True
343,97,Evento Community,Center able above.,2025-04-18,2025-01-22,Promoción,True
344,1284,Evento Popular,Party key suddenly cost.,2025-06-03,2025-04-24,Promoción,False
345,1117,Evento Rise,Stock candidate common amount store rich.,2025-01-17,2025-04-27,Torneo,True
346,1128,Evento Job,Soldier game news exist buy.,2025-06-30,2025-06-30,Torneo,False
347,330,Evento Together,Reality only us late study up far I.,2025-06-01,2025-04-13,Promoción,True
348,1159,Evento Bed,Can bring Mrs heavy plant protect me son.,2025-03-28,2025-05-18,Promoción,False
349,132,Evento Police,Kid author significant anything term face body.,2025-01-19,2025-03-14,Promoción,True
350,39,Evento Mention,Agent future interest deal.,2025-03-12,2025-05-18,Torneo,True
351,698,Evento Only,Offer south peace dog.,2025-05-26,2025-03-09,Torneo,True
352,1010,Evento Wind,Relate wrong between indicate dog approach.,2025-05-31,2025-05-14,Promoción,True
353,1113,Evento Impact,Law support actually he value.,2025-06-23,2025-02-13,Promoción,True
354,221,Evento Sport,Us mind hair participant.,2025-01-22,2025-04-21,Promoción,True
355,375,Evento Later,Future few executive stuff.,2025-04-25,2025-05-07,Promoción,False
356,1388,Evento Myself,Cause police choose before.,2025-04-11,2025-03-26,Torneo,True
357,1111,Evento Week,Able add never red common she then.,2025-06-20,2025-03-27,Torneo,True
358,513,Evento Doctor,My you tree western fear along.,2025-03-03,2025-01-04,Promoción,True
359,1420,Evento Watch,Mouth yet national toward.,2025-06-15,2025-03-19,Torneo,True
360,1187,Evento Morning,This morning very entire.,2025-05-08,2025-05-03,Promoción,True
361,556,Evento System,You pretty Mr role.,2025-06-07,2025-03-05,Torneo,False
362,122,Evento Easy,Campaign east add network the tax ago no.,2025-03-22,2025-04-19,Promoción,True
363,1117,Evento Truth,Environmental site interest.,2025-05-02,2025-01-26,Torneo,True
364,44,Evento Government,Pick character prepare heart admit.,2025-02-13,2025-06-24,Torneo,True
365,1090,Evento Thousand,Form summer place approach each pattern.,2025-02-15,2025-04-02,Torneo,False
366,1038,Evento Level,Now business I Mrs all short on.,2025-03-03,2025-04-08,Torneo,False
367,1435,Evento Save,Number too fire positive address law.,2025-02-25,2025-05-03,Promoción,False
368,533,Evento She,Newspaper pull law better price executive.,2025-06-03,2025-02-07,Promoción,True
369,642,Evento Structure,Production company to data investment.,2025-03-03,2025-02-22,Promoción,False
370,237,Evento Notice,Hold get practice adult almost happen.,2025-01-23,2025-05-25,Promoción,False
371,266,Evento Decide,Four may history treat part father face material.,2025-02-19,2025-06-20,Promoción,True
372,609,Evento Professional,Entire discussion career agent government quality too.,2025-02-09,2025-01-07,Torneo,False
373,946,Evento Act,Response serve body read.,2025-01-14,2025-03-02,Promoción,False
374,104,Evento Hair,Those share main.,2025-06-11,2025-06-03,Promoción,False
375,1048,Evento Produce,Star deep simple.,2025-06-14,2025-05-26,Torneo,False
376,929,Evento Cold,Find minute produce price.,2025-04-25,2025-06-07,Promoción,False
377,1087,Evento Cup,Feel institution west.,2025-01-04,2025-05-21,Promoción,False
378,54,Evento Deal,Part address car case.,2025-05-27,2025-02-15,Torneo,False
379,82,Evento Box,American civil build soon.,2025-03-23,2025-06-02,Torneo,False
380,858,Evento Commercial,Indicate front letter gun.,2025-03-27,2025-02-10,Torneo,False
381,389,Evento History,Prevent must especially success.,2025-03-23,2025-01-07,Promoción,False
382,728,Evento Most,Prevent ground site.,2025-01-13,2025-02-19,Torneo,False
383,67,Evento Compare,Within consider out life rock clearly.,2025-06-06,2025-04-11,Torneo,False
384,351,Evento Energy,Rock office board cultural industry.,2025-04-03,2025-04-21,Torneo,False
385,783,Evento Best,Off throw memory trial popular star watch.,2025-04-29,2025-05-13,Torneo,True
386,126,Evento Technology,Environmental forget view whether need could lose.,2025-06-06,2025-06-20,Torneo,True
387,441,Evento North,Floor all should far.,2025-05-18,2025-04-16,Torneo,False
388,1458,Evento Policy,Single exactly create capital down remain.,2025-03-02,2025-02-17,Torneo,True
389,512,Evento Adult,Catch ask statement.,2025-03-17,2025-05-25,Torneo,False
390,118,Evento Wonder,Somebody might middle take fear whether.,2025-06-04,2025-03-09,Torneo,False
391,963,Evento Because,Agreement model put decide military that clearly.,2025-01-11,2025-04-13,Torneo,True
392,992,Evento Court,Player similar break end nothing.,2025-01-18,2025-05-23,Promoción,False
393,1217,Evento Group,Over anything third attention official everybody style eight.,2025-04-03,2025-02-11,Promoción,False
394,557,Evento Teacher,Machine civil garden people safe family.,2025-01-24,2025-02-20,Promoción,False
395,1347,Evento Drop,Her sound share room.,2025-01-10,2025-06-26,Promoción,False
396,1225,Evento Late,Result discussion try.,2025-06-18,2025-02-12,Promoción,True
397,621,Evento Seem,Movement loss girl from almost loss.,2025-01-10,2025-03-30,Promoción,True
398,1111,Evento Family,Allow surface bad public for those give.,2025-06-04,2025-06-05,Promoción,False
399,746,Evento Describe,Forget say they to coach mention game.,2025-01-16,2025-04-07,Promoción,True
400,1316,Evento Anything,Nation instead section eight find center.,2025-03-28,2025-06-29,Torneo,True
401,885,Evento Nation,Agency everything country partner.,2025-03-28,2025-06-16,Torneo,False
402,835,Evento Million,Very serious whether source.,2025-03-31,2025-05-26,Torneo,True
403,1104,Evento Find,Note their participant population.,2025-06-13,2025-01-25,Torneo,False
404,443,Evento Throw,Most federal me development tree.,2025-03-20,2025-03-09,Torneo,False
405,81,Evento Hit,Individual he bit focus not.,2025-06-19,2025-06-12,Promoción,True
406,712,Evento Now,Learn perhaps son station.,2025-05-27,2025-03-17,Torneo,False
407,265,Evento Couple,Land however meet phone.,2025-05-01,2025-05-05,Torneo,True
408,1278,Evento Necessary,During seat role great however drop type.,2025-05-12,2025-05-08,Promoción,False
409,950,Evento Election,Sell out across talk.,2025-02-11,2025-04-20,Torneo,False
410,1170,Evento Movie,Assume break trade wife scientist simply.,2025-02-09,2025-02-12,Torneo,True
411,27,Evento Test,Story issue country relationship change various husband success.,2025-06-16,2025-03-28,Promoción,True
412,555,Evento Whom,Ago various away community rise much success for.,2025-05-10,2025-05-17,Torneo,False
413,1241,Evento Offer,As left cell respond type represent election.,2025-03-14,2025-05-05,Torneo,True
414,140,Evento Because,Specific forget lead building.,2025-03-02,2025-05-15,Promoción,False
415,631,Evento Thing,Poor research edge only.,2025-04-18,2025-01-01,Promoción,False
416,1301,Evento Cell,Security stop outside where garden key.,2025-05-22,2025-05-04,Torneo,False
417,1347,Evento Himself,Process ask modern serve unit who mind take.,2025-02-09,2025-01-14,Promoción,True
418,334,Evento Standard,Point develop teach so top education.,2025-01-25,2025-06-12,Torneo,False
419,1211,Evento Area,Use management table teach sea anyone.,2025-04-14,2025-04-19,Promoción,True
420,1084,Evento But,Join game always.,2025-03-22,2025-04-20,Torneo,True
421,994,Evento Network,Arm husband imagine cup middle various.,2025-03-10,2025-05-25,Torneo,False
422,1276,Evento Visit,Fly paper whole mind claim official.,2025-04-12,2025-06-27,Torneo,False
423,493,Evento Story,Doctor energy air lot.,2025-03-18,2025-04-09,Promoción,False
424,382,Evento Least,Possible according page across over benefit.,2025-06-18,2025-06-13,Promoción,False
425,731,Evento Computer,She perform sing four forget interview capital.,2025-05-12,2025-06-05,Promoción,True
426,189,Evento Collection,Focus these pull whom right similar particularly.,2025-05-02,2025-04-13,Torneo,False
427,1340,Evento Discussion,Some too list area white.,2025-06-25,2025-02-22,Promoción,False
428,1233,Evento Service,Though opportunity finally who newspaper.,2025-01-29,2025-04-15,Promoción,False
429,920,Evento Training,Hour mind recently nation car along finally.,2025-02-12,2025-05-11,Torneo,False
430,1497,Evento Democrat,Doctor mean around beat young care risk.,2025-06-01,2025-01-18,Torneo,True
431,571,Evento Fear,Never by result.,2025-05-16,2025-06-16,Promoción,True
432,381,Evento Drive,Book table pattern true.,2025-06-24,2025-06-21,Promoción,True
433,1372,Evento War,Few whose need cost step.,2025-03-27,2025-01-19,Promoción,False
434,854,Evento Difficult,Teach receive off.,2025-04-16,2025-05-30,Promoción,True
435,295,Evento Behind,Board reason hospital yes affect.,2025-01-01,2025-05-31,Torneo,True
436,571,Evento Agree,Thus professional capital bit laugh radio.,2025-04-30,2025-06-22,Promoción,True
437,624,Evento Coach,Mean herself himself record.,2025-02-25,2025-06-16,Promoción,False
438,1279,Evento Attention,Behavior under third guy.,2025-04-19,2025-05-03,Torneo,False
439,811,Evento Any,Today region public method.,2025-04-27,2025-01-28,Promoción,True
440,888,Evento Why,Price say dinner.,2025-05-27,2025-06-10,Torneo,True
441,1319,Evento Sport,Left attention century what article effort.,2025-06-12,2025-01-13,Torneo,False
442,1006,Evento Next,How pay several not tend there.,2025-01-05,2025-01-18,Promoción,True
443,400,Evento Miss,Five require build car toward.,2025-03-08,2025-06-20,Promoción,True
444,924,Evento Knowledge,Fast have agreement structure.,2025-01-27,2025-04-04,Promoción,True
445,177,Evento Water,Ground force rather able it as once.,2025-06-28,2025-01-05,Torneo,True
446,1247,Evento Everybody,Positive center personal effect capital class.,2025-05-10,2025-01-14,Torneo,False
447,1026,Evento Agency,Toward current deep him bad week.,2025-02-22,2025-06-08,Torneo,True
448,268,Evento Arrive,Of market attack list per.,2025-01-02,2025-03-10,Torneo,False
449,983,Evento Green,Door responsibility benefit.,2025-04-02,2025-04-09,Promoción,True
450,1097,Evento May,Structure probably budget whatever must sure.,2025-06-02,2025-06-13,Torneo,True
451,980,Evento Few,Energy same dark quite prepare he set.,2025-03-20,2025-04-17,Promoción,False
452,641,Evento Hundred,Deal particularly right class role himself take.,2025-05-26,2025-01-27,Torneo,True
453,1045,Evento True,Available expect theory want cover better.,2025-04-06,2025-03-26,Promoción,False
454,1393,Evento Teacher,Interesting enough have face matter why.,2025-06-09,2025-06-27,Promoción,True
455,138,Evento Various,Tend big hear head catch.,2025-05-04,2025-02-17,Promoción,False
456,333,Evento Picture,Begin admit night him government decade.,2025-05-27,2025-06-24,Torneo,False
457,626,Evento Section,Space task last artist value walk.,2025-05-26,2025-05-21,Torneo,True
458,659,Evento Issue,Experience foot well hospital minute.,2025-02-08,2025-03-28,Promoción,False
459,1264,Evento Window,Bag admit beyond lose method budget subject former.,2025-05-09,2025-06-11,Promoción,False
460,1208,Evento Society,Activity shake heart line surface ball.,2025-03-10,2025-02-02,Promoción,False
461,68,Evento Happy,Positive who main tough bring all.,2025-05-15,2025-02-14,Torneo,True
462,1294,Evento Imagine,Visit usually ever lay police notice.,2025-06-14,2025-03-20,Torneo,True
463,57,Evento Hold,Film on she face team.,2025-04-01,2025-03-17,Torneo,True
464,657,Evento Simple,Lawyer out future fire him century reveal develop.,2025-02-03,2025-02-03,Torneo,False
465,1198,Evento Ok,Box time end trial.,2025-02-15,2025-02-24,Promoción,False
466,772,Evento Book,Two blood fine learn.,2025-05-04,2025-01-15,Torneo,False
467,1096,Evento Town,Environment from film effect.,2025-05-27,2025-05-09,Torneo,True
468,668,Evento Whole,Threat only thought fine.,2025-05-25,2025-04-30,Promoción,True
469,697,Evento Pretty,Exactly financial water appear close hundred every.,2025-02-26,2025-02-18,Torneo,True
470,898,Evento Direction,View window measure.,2025-04-04,2025-01-10,Promoción,False
471,1411,Evento Evidence,Husband ten fly you.,2025-01-21,2025-02-08,Torneo,True
472,1288,Evento Force,Decade or surface stuff.,2025-05-21,2025-04-19,Torneo,True
473,1442,Evento Open,Six writer interesting nothing order performance whatever.,2025-03-05,2025-04-04,Promoción,False
474,674,Evento Site,Inside Mrs bring against than.,2025-05-08,2025-06-23,Torneo,True
475,1292,Evento Get,Former together arm for movie water.,2025-03-07,2025-06-19,Promoción,False
476,90,Evento Six,Free music almost pay box cost make.,2025-03-29,2025-01-25,Torneo,True
477,855,Evento Continue,Field almost bed defense gas.,2025-03-19,2025-05-06,Promoción,False
478,1322,Evento Report,Day wonder manager beautiful street our create hold.,2025-06-13,2025-05-16,Torneo,False
479,684,Evento Son,Behavior as federal nice worker still purpose.,2025-06-20,2025-02-02,Promoción,True
480,494,Evento Politics,Clearly however house show phone.,2025-05-31,2025-06-20,Torneo,True
481,1257,Evento Car,Wide those something Mrs high away situation.,2025-05-05,2025-05-20,Torneo,False
482,694,Evento Through,Own another explain rest some.,2025-05-09,2025-05-18,Torneo,True
483,159,Evento Coach,Consider follow difficult eight author dream require.,2025-02-10,2025-04-16,Promoción,False
484,632,Evento While,Surface near middle suddenly tax bit consider.,2025-02-07,2025-01-31,Promoción,False
485,304,Evento Significant,Walk who require.,2025-05-05,2025-03-08,Torneo,False
486,1490,Evento Less,Car garden science born.,2025-04-05,2025-03-30,Torneo,False
487,1033,Evento Deep,Official receive lot reach guy.,2025-05-29,2025-06-29,Promoción,True
488,607,Evento Form,Animal enough character high lot magazine.,2025-02-28,2025-04-19,Torneo,True
489,15,Evento Number,Bring carry ever prove.,2025-03-28,2025-05-01,Promoción,True
490,828,Evento My,Order night explain simple attack white.,2025-03-22,2025-02-20,Torneo,True
491,681,Evento However,System unit region late table.,2025-04-12,2025-06-01,Torneo,False
492,554,Evento Exist,Fly view music through which movie main great.,2025-04-15,2025-05-08,Torneo,False
493,1066,Evento Available,Employee its list change reveal.,2025-06-29,2025-01-18,Promoción,False
494,815,Evento Mr,Probably admit impact mention news.,2025-02-02,2025-05-24,Torneo,False
495,447,Evento So,Inside consumer site risk kind those education.,2025-05-19,2025-05-30,Torneo,True
496,26,Evento Forward,Argue nice international threat.,2025-01-22,2025-01-03,Promoción,False
497,1224,Evento Management,Ready many shoulder.,2025-06-15,2025-05-29,Torneo,False
498,1390,Evento Ever,Conference often somebody remember also reduce.,2025-05-28,2025-01-13,Torneo,False
499,1494,Evento Current,East six early own.,2025-04-20,2025-05-03,Promoción,False
500,1137,Evento Process,Range play opportunity bed everybody middle life.,2025-06-11,2025-03-05,Torneo,False
501,1196,Evento Painting,Industry blue realize quickly glass.,2025-05-31,2025-06-08,Promoción,True
502,68,Evento Sure,Ever leg give all kitchen once culture.,2025-02-09,2025-05-04,Promoción,False
503,1109,Evento Center,Old morning program stop up.,2025-03-11,2025-02-15,Torneo,True
504,1057,Evento Focus,Official leave newspaper between.,2025-02-03,2025-02-21,Torneo,False
505,1090,Evento Region,Left mother call.,2025-05-23,2025-04-03,Torneo,True
506,489,Evento Glass,Wear because increase both.,2025-01-28,2025-01-14,Torneo,False
507,762,Evento Though,Race development worker mind national that news then.,2025-02-08,2025-04-19,Promoción,True
508,150,Evento We,Large kid suffer himself.,2025-06-26,2025-01-20,Torneo,False
509,760,Evento Task,Political set organization.,2025-03-29,2025-04-01,Promoción,False
510,855,Evento Available,Money pressure lawyer field.,2025-03-20,2025-04-22,Torneo,False
511,1056,Evento Prevent,Politics provide thus life from.,2025-06-19,2025-05-28,Torneo,False
512,1348,Evento Of,So traditional doctor ten send.,2025-03-22,2025-06-21,Promoción,False
513,1464,Evento Thank,Smile pay forward information follow.,2025-01-30,2025-04-09,Promoción,False
514,1493,Evento Brother,Return region former.,2025-04-07,2025-02-01,Torneo,True
515,1449,Evento Claim,Response employee majority simple interview dark fear.,2025-04-13,2025-01-25,Torneo,False
516,925,Evento Cup,Road then safe story end.,2025-05-04,2025-04-25,Torneo,False
517,551,Evento Society,Strong provide back feeling say instead nice.,2025-05-26,2025-04-17,Promoción,False
518,4,Evento Hope,Early technology notice at allow.,2025-06-23,2025-04-22,Torneo,False
519,1151,Evento Effort,Will during every church learn same effort.,2025-06-22,2025-01-01,Promoción,False
520,371,Evento Quickly,Put ground memory similar past character professor.,2025-03-31,2025-04-14,Promoción,False
521,1320,Evento System,Father successful life popular.,2025-03-06,2025-05-13,Promoción,False
522,339,Evento Writer,Pull force wonder ten he.,2025-04-03,2025-02-12,Promoción,True
523,570,Evento Green,Concern water follow notice under address matter.,2025-05-27,2025-05-25,Torneo,True
524,675,Evento Season,Late be close show.,2025-03-04,2025-01-04,Promoción,True
525,798,Evento Because,Message join without full affect buy rest.,2025-05-26,2025-03-25,Torneo,False
526,105,Evento Together,Tax fear thousand home relate whose affect agreement.,2025-05-19,2025-01-11,Promoción,True
527,1272,Evento Exactly,Tax fall general boy.,2025-04-09,2025-04-20,Torneo,True
528,87,Evento Staff,Physical number job may election seven upon.,2025-04-14,2025-01-01,Promoción,False
529,1445,Evento Direction,Top minute first low so seek.,2025-04-29,2025-03-28,Promoción,True
530,476,Evento Produce,Body tell major remain where me.,2025-04-23,2025-02-17,Torneo,True
531,1240,Evento Shake,Worry piece decision growth civil professor light.,2025-04-21,2025-01-31,Torneo,False
532,1027,Evento Yourself,Trip knowledge term none.,2025-04-13,2025-06-23,Torneo,True
533,1133,Evento Effect,Cause control including important describe mention.,2025-04-25,2025-01-22,Torneo,False
534,1294,Evento Together,Own hope company provide language anyone trip.,2025-06-07,2025-04-14,Torneo,True
535,482,Evento Quickly,Grow almost degree in training war.,2025-02-24,2025-03-28,Promoción,False
536,1221,Evento Citizen,Glass short place hundred paper.,2025-06-22,2025-02-25,Promoción,False
537,390,Evento Meeting,Type activity figure let sea table smile.,2025-06-10,2025-04-01,Torneo,False
538,153,Evento A,See make off.,2025-05-03,2025-01-10,Torneo,False
539,48,Evento Policy,Partner mind degree sign already.,2025-01-09,2025-03-17,Torneo,True
540,131,Evento Raise,Though term commercial career success.,2025-02-03,2025-01-19,Torneo,True
541,1220,Evento Claim,Remember go agent model hospital.,2025-04-25,2025-06-11,Torneo,False
542,753,Evento Outside,Always describe individual ability teach conference statement.,2025-06-04,2025-04-19,Promoción,False
543,249,Evento Half,Home maintain resource bring particular.,2025-01-24,2025-06-27,Promoción,True
544,361,Evento End,Entire see with clear suggest.,2025-06-19,2025-05-27,Promoción,True
545,183,Evento Two,Agreement political similar determine age admit house anything.,2025-06-15,2025-06-03,Torneo,False
546,1429,Evento Beyond,Course half support piece leave so agency.,2025-03-29,2025-03-05,Promoción,True
547,740,Evento Eat,Likely position he feeling.,2025-01-03,2025-06-03,Torneo,False
548,802,Evento Tonight,Break feel night argue mention assume.,2025-01-13,2025-02-20,Promoción,False
549,598,Evento Follow,Decision citizen may unit.,2025-02-05,2025-01-07,Torneo,False
550,1115,Evento State,Save want air none western dream.,2025-01-23,2025-03-17,Torneo,True
551,391,Evento Many,Front seat talk.,2025-03-03,2025-03-18,Promoción,False
552,282,Evento This,Let player under suddenly capital reach.,2025-05-08,2025-01-18,Torneo,False
553,719,Evento Nor,Idea industry good off.,2025-05-17,2025-04-09,Promoción,True
554,1058,Evento Another,Specific probably trial will.,2025-04-10,2025-03-31,Promoción,False
555,381,Evento Land,Light voice here particular leader.,2025-03-02,2025-04-15,Torneo,False
556,916,Evento Bill,Success suddenly series forward sing second value.,2025-03-10,2025-03-09,Torneo,False
557,449,Evento Good,Themselves easy event medical late right.,2025-06-28,2025-03-01,Torneo,True
558,933,Evento Usually,Miss son reveal executive.,2025-04-21,2025-03-26,Torneo,True
559,467,Evento Else,Than site my glass world direction know event.,2025-03-25,2025-04-17,Promoción,False
560,1150,Evento Water,Officer available happen former name better.,2025-01-13,2025-06-16,Torneo,False
561,212,Evento About,Go toward behavior peace body bad maintain until.,2025-01-21,2025-05-05,Torneo,False
562,500,Evento Ever,System budget game simply more.,2025-04-14,2025-03-08,Promoción,True
563,886,Evento Hope,Difference type former hour shake.,2025-03-24,2025-01-28,Torneo,False
564,113,Evento Defense,Same land cost from.,2025-02-17,2025-03-25,Torneo,True
565,1299,Evento While,Forward follow act walk.,2025-06-30,2025-04-28,Promoción,True
566,1348,Evento Room,As capital whatever agree.,2025-03-28,2025-01-30,Torneo,False
567,619,Evento Religious,Expert professional minute old.,2025-01-08,2025-02-06,Torneo,True
568,861,Evento Our,Mother option budget charge single.,2025-03-06,2025-02-07,Torneo,False
569,1361,Evento Remember,Walk season card.,2025-01-30,2025-01-31,Torneo,False
570,426,Evento Class,Determine worry land assume international.,2025-03-01,2025-02-03,Torneo,True
571,635,Evento True,Quality blood really.,2025-03-13,2025-06-09,Promoción,True
572,1258,Evento Control,Individual sister major.,2025-05-10,2025-02-26,Torneo,True
573,16,Evento Truth,Matter theory church discussion candidate think country.,2025-03-22,2025-01-02,Torneo,False
574,1054,Evento Cover,Indeed some apply.,2025-05-05,2025-04-10,Promoción,False
575,1271,Evento Though,Check since interview gas important recent.,2025-03-10,2025-02-08,Promoción,False
576,687,Evento Natural,Pretty impact rock player data.,2025-06-22,2025-04-09,Promoción,False
577,49,Evento Team,Police expert language represent.,2025-03-02,2025-05-04,Promoción,True
578,676,Evento Under,Including tough administration they chance thousand fear message.,2025-03-12,2025-04-10,Promoción,False
579,892,Evento According,She create show social nice occur west law.,2025-02-07,2025-02-24,Promoción,False
580,1064,Evento Music,Ago these environment.,2025-01-12,2025-01-16,Promoción,False
581,1497,Evento Institution,Military industry between manage enough price.,2025-05-03,2025-04-03,Torneo,False
582,827,Evento Wife,Never tax enough recognize part.,2025-02-25,2025-04-11,Torneo,False
583,1038,Evento Place,Huge get food fear college reach state today.,2025-05-10,2025-06-15,Promoción,True
584,54,Evento Seven,Seat environmental color stand.,2025-03-17,2025-03-26,Promoción,False
585,278,Evento Early,Ok majority task blood.,2025-02-24,2025-04-07,Promoción,False
586,633,Evento Country,Later also talk appear.,2025-06-28,2025-04-21,Promoción,True
587,346,Evento Everyone,Law well somebody season begin.,2025-04-14,2025-03-10,Torneo,False
588,311,Evento Young,Sit get education five subject.,2025-02-23,2025-05-24,Torneo,True
589,280,Evento Something,Into professor not west.,2025-05-13,2025-03-27,Promoción,True
590,713,Evento Experience,Would commercial character week someone it entire almost.,2025-04-21,2025-06-12,Promoción,True
591,423,Evento By,Game model just believe item.,2025-04-30,2025-01-02,Torneo,True
592,300,Evento Century,Interesting reason bad ten sound.,2025-02-17,2025-02-18,Promoción,False
593,181,Evento Front,Space project seek majority heart.,2025-02-07,2025-06-22,Promoción,False
594,1345,Evento Along,Natural try open year.,2025-05-17,2025-04-05,Torneo,True
595,230,Evento Talk,Step south appear thousand prove.,2025-02-21,2025-04-10,Torneo,False
596,420,Evento Form,Control plant usually great tough center personal alone.,2025-04-27,2025-01-06,Promoción,True
597,1330,Evento Many,Partner newspaper wait goal memory Congress.,2025-06-07,2025-02-20,Torneo,True
598,490,Evento Affect,Machine national city give discussion purpose.,2025-01-24,2025-01-16,Promoción,True
599,40,Evento South,Herself then product sport.,2025-05-31,2025-05-10,Torneo,True
600,785,Evento Letter,Product many environmental support.,2025-03-11,2025-05-24,Torneo,False
601,156,Evento Impact,Protect really test prepare street main star.,2025-02-14,2025-05-09,Promoción,True
602,1199,Evento Learn,Teach whose language opportunity run owner.,2025-05-27,2025-05-28,Promoción,False
603,851,Evento Quite,Culture off whose necessary.,2025-05-27,2025-04-16,Promoción,True
604,669,Evento Parent,Argue job tree tough concern form water.,2025-06-15,2025-02-17,Torneo,True
605,264,Evento He,Financial quickly example agent nation discussion company.,2025-05-11,2025-03-08,Torneo,False
606,1349,Evento You,Once begin case level economic add.,2025-04-06,2025-01-14,Torneo,False
607,1224,Evento Voice,Model clear subject unit.,2025-06-13,2025-06-11,Torneo,False
608,1411,Evento Seat,Expert laugh physical free.,2025-03-04,2025-04-05,Torneo,False
609,251,Evento Win,Reveal represent cold.,2025-02-11,2025-03-14,Promoción,False
610,474,Evento Remember,Before bar western draw character out challenge.,2025-05-14,2025-01-13,Torneo,False
611,97,Evento Common,Page list need also.,2025-06-21,2025-04-02,Promoción,False
612,84,Evento According,Nice similar education task.,2025-02-20,2025-02-08,Promoción,False
613,1201,Evento View,For avoid event side center probably international half.,2025-04-29,2025-04-28,Promoción,False
614,733,Evento Reduce,Explain thank fact probably wait consumer political.,2025-03-05,2025-03-04,Torneo,False
615,1415,Evento Television,Same fly similar pressure.,2025-04-01,2025-05-07,Torneo,True
616,781,Evento People,Never total relationship road newspaper top spend.,2025-04-22,2025-02-02,Promoción,True
617,66,Evento Century,This federal give about.,2025-02-16,2025-04-24,Promoción,True
618,139,Evento Show,Population for crime son each.,2025-06-02,2025-02-10,Torneo,True
619,238,Evento Dream,Itself by anyone improve.,2025-01-24,2025-06-29,Promoción,False
620,1075,Evento Student,Product sound tend girl.,2025-02-27,2025-04-18,Torneo,True
621,460,Evento How,Computer sit many unit.,2025-03-25,2025-02-21,Torneo,True
622,1483,Evento Site,Tree across involve consider interest rock require pretty.,2025-05-28,2025-02-12,Promoción,True
623,66,Evento Join,Certainly in senior tree particular expert.,2025-05-04,2025-04-27,Torneo,True
624,757,Evento Institution,Property stock issue group attention.,2025-06-03,2025-02-10,Torneo,True
625,1022,Evento Week,Nor understand or identify need industry reveal.,2025-03-26,2025-04-19,Torneo,True
626,345,Evento Campaign,Detail student television society certainly life.,2025-06-03,2025-04-27,Promoción,False
627,1253,Evento Letter,Fill nice still stock red soon care.,2025-04-24,2025-04-25,Torneo,True
628,287,Evento Culture,High audience clear.,2025-03-17,2025-05-10,Torneo,True
629,538,Evento Six,Bar loss own finally ready.,2025-05-10,2025-04-10,Torneo,True
630,43,Evento Simple,Surface compare reason.,2025-02-17,2025-02-28,Torneo,True
631,770,Evento Create,Allow artist worker.,2025-05-13,2025-06-19,Promoción,False
632,1278,Evento Special,Against human share too.,2025-06-05,2025-01-21,Promoción,False
633,1051,Evento True,Resource already turn pay see mind compare.,2025-02-11,2025-05-10,Torneo,True
634,1112,Evento Main,Describe everybody study together.,2025-01-28,2025-06-27,Promoción,False
635,811,Evento Conference,Water author participant official.,2025-01-21,2025-05-27,Promoción,True
636,1304,Evento Outside,Stage opportunity especially few never card military.,2025-06-12,2025-01-23,Promoción,False
